range,cos lp,cos err,cos gof,cos BIC,r2 lp,r2 err,r2 gof,r2 BIC
20,57.2824306404444,45.9144966405559,0.124623689782307,2.36785010586383,0.740708820210378,1.54885569350483,1593.50400822143,30276.5761562072
30,56.5090027172049,11.4852510462564,0.166368399582362,3.85414677262482,0.748904958979712,0.474202544638302,2600.73881836545,49414.7306961241
40,56.0231690835959,7.76531223377083,0.225929380978049,5.39127052725103,0.750579141530549,0.301839449239087,2886.90848896438,54852.3599026119
50,56.4021415406186,6.08008281910177,0.253304552995359,6.19908086803172,0.751423559800075,0.235539983109291,3078.0209718625,58483.7847597487
60,56.9313225225682,5.3958506922239,0.303199914228317,7.37023628277212,0.752346765091383,0.203199185318413,3338.35674442443,63430.3875819766
70,57.4058438539092,5.17176036881011,0.374002030805574,8.89779805453397,0.753128276196999,0.183333637331142,3596.87936503346,68342.4996951051
80,57.8393559325489,5.01933926881417,0.444501718714468,10.3914428046302,0.753559626460371,0.167737345726309,3760.21059880267,71445.9472873997
90,57.6819857071062,4.56618500745864,0.458007088976126,10.7815762322262,0.75386316701653,0.155550796650403,3884.95582049322,73816.2400309128
100,57.8793524050784,4.37440945398917,0.493300201452894,11.5699284049412,0.754018962848693,0.145206833603955,3957.18123871067,75188.6407600801
110,58.0522147382758,4.174603566083,0.518115515966834,12.1467798963639,0.754158690031287,0.136918637856653,4029.05424897833,76554.3333156812
120,58.3031996018987,4.10963216853308,0.567891315296075,13.1878302634238,0.754255037267215,0.129841080408217,4084.21113630236,77602.4094850176
130,58.8338156381473,4.71300894380598,0.818869638062626,18.0434297729779,0.754316406907112,0.123630094148819,4121.84260514221,78317.4944043518
140,62.6819624858195,10.4437884737041,3.80086318216812,74.7813498186558,0.754347789177871,0.118060991044488,4141.80620353084,78696.8828164434
150,62.6819624858195,10.4437884737041,3.80086318216812,74.8554577908095,0.754347789177871,0.118060991044488,4141.80620353084,78696.9569244155
160,62.6819624858195,10.4437884737041,3.80086318216812,74.9244506622965,0.754347789177871,0.118060991044488,4141.80620353084,78697.025917287
170,62.6819624858195,10.4437884737041,3.80086318216812,74.9889891834341,0.754347789177871,0.118060991044488,4141.80620353084,78697.0904558081
180,62.6819624858195,10.4437884737041,3.80086318216812,75.0496138052505,0.754347789177871,0.118060991044488,4141.80620353084,78697.15108043
190,62.6819624858195,10.4437884737041,3.80086318216812,75.1067722190904,0.754347789177871,0.118060991044488,4141.80620353084,78697.2082388438
200,62.6819624858195,10.4437884737041,3.80086318216812,75.1608394403607,0.754347789177871,0.118060991044488,4141.80620353084,78697.2623060651
