range,cos lp,cos err,cos gof,cos BIC,r2 lp,r2 err,r2 gof,r2 BIC
20,81.4984534770945,0.234746036103957,2.05374701128034e-06,3.90211932143265e-05,0.740084151808479,1.43973986321548,2977.77350072835,56577.6965138386
30,84.5007284262282,17.5087349274418,0.224049184852808,4.95008169276329,0.746318892860746,0.432141675267549,4672.38186598858,88775.9486009635
40,86.0333463906696,12.1001997078108,0.323681124507907,7.24855365431834,0.749318070038642,0.292497539252022,5860.37116990909,111348.150840561
50,87.6449178782986,10.6841725914194,0.471496511399815,10.3447280777164,0.751574050107907,0.242313257788173,7035.50539196375,133675.988741672
60,88.3418342696438,9.0102271741837,0.517282680313329,11.4378088383873,0.752396366076288,0.207941691745447,7550.8541195839,143467.837710007
70,88.6276955404966,7.69478975662523,0.527741023147001,11.8188389090211,0.753076060455748,0.18665898339245,8053.64421408731,153021.031827128
80,88.9644367536604,6.88007005386146,0.547350084167659,12.3455617482408,0.753550025948363,0.171105807962635,8451.20097640386,160574.764461822
90,88.6333629500332,6.28672519359432,0.576507096744812,13.0330763798313,0.753843452508193,0.158623358669458,8725.96783887609,165795.468380187
100,87.8923750725899,6.36450829663684,0.736522372185688,16.1911496488643,0.754064620913553,0.148635156169629,8955.04309987667,170148.016122234
110,87.4470258205122,6.26020552898636,0.846864149362632,18.3930039308841,0.754169588665717,0.139764877032113,9067.75992993156,172289.741253793
120,86.9705173273411,6.351233285237,1.01664780921323,21.7142036478498,0.754259592233872,0.132437356394213,9177.68767028416,174378.463630672
130,87.0586081207873,5.98868536338972,1.02134807265648,21.890520030261,0.754342216302766,0.126283855963321,9288.77589581128,176489.226927064
140,86.9719956938281,5.67650980769935,1.02793792963433,22.0957700205138,0.754404836313335,0.120886405075172,9378.62421110585,178196.424960369
150,87.1433407281553,5.55200265034702,1.07472780983277,23.0588857164379,0.754478267808694,0.116422567029144,9503.87803895126,180576.321797404
160,87.1433407281553,5.55200265034702,1.07472780983277,23.1278785879248,0.754478267808694,0.116422567029144,9503.87803895126,180576.390790275
170,87.1433407281553,5.55200265034702,1.07472780983277,23.1924171090624,0.754478267808694,0.116422567029144,9503.87803895126,180576.455328796
180,87.1433407281553,5.55200265034702,1.07472780983277,23.2530417308788,0.754478267808694,0.116422567029144,9503.87803895126,180576.515953418
190,87.1433407281553,5.55200265034702,1.07472780983277,23.3102001447188,0.754478267808694,0.116422567029144,9503.87803895126,180576.573111832
200,87.1433407281553,5.55200265034702,1.07472780983277,23.364267365989,0.754478267808694,0.116422567029144,9503.87803895126,180576.627179053
